metric,xgb,lgb
weighted_f1,0.9509983737032616,0.7800337247107957
macro_f1,0.5703667801275248,0.11647371299249365
weighted_precision,0.9549835829723633,0.7564148802481709
weighted_recall,0.9556138500989306,0.8173923956997262
train_time_sec,13599.62030673027,6855.331805229187
infer_time_sec,12.160107374191284,27.854761123657227
avg_fpr,0.004606490950281735,0.02985525445001551
